1.000000000000000000e+00,3.486662524746814706e-01,2.159535207231097487e-01,2.675520050122172644e-01,-5.541821230249890928e-02,-1.572978533729169348e-01,1.480954321144568320e-01,-2.313288743954839549e-02,-2.254797303894817695e-01,7.552929203356377463e-02,-2.396855275372019450e-02,8.772953036217741307e-02,3.471571606023258760e-01,-1.423292401511597194e-01,1.728577810374468948e-01
3.486662524746814706e-01,1.000000000000000000e+00,3.619263425590367178e-01,3.300562151169823544e-01,-5.981890475435358567e-01,-6.151125235113685807e-01,-4.945850270057075559e-01,-4.323583274200701321e-01,-3.086614265129033474e-01,-2.000652073518918717e-01,-2.641810154430266899e-01,-1.880827301365229631e-01,7.990978628347688018e-01,-1.658524622665872306e-01,-1.417757571371247305e-01
2.159535207231097487e-01,3.619263425590367178e-01,1.000000000000000000e+00,6.719164386704820080e-01,-1.577212269119793175e-01,8.125734822513767941e-02,-8.098713391318113075e-02,-5.880776584559221920e-02,-7.061997966227040457e-02,3.218261464688643159e-02,1.815485656664995173e-01,1.259860215777504344e-01,4.139260693085275999e-01,-8.414201378582704741e-03,-6.460424682435390864e-02
2.675520050122172644e-01,3.300562151169823544e-01,6.719164386704820080e-01,1.000000000000000000e+00,-6.919747923441109394e-02,4.562772987095201765e-02,-5.225724638174177733e-02,-5.298610672444650088e-02,-3.108041764973261678e-01,2.582015158421981926e-01,2.590495366892783813e-01,3.174209867962728415e-01,3.525749827146093529e-01,7.582371031686581386e-02,-1.164414799870933520e-01
-5.541821230249890928e-02,-5.981890475435358567e-01,-1.577212269119793175e-01,-6.919747923441109394e-02,1.000000000000000000e+00,3.263218901671104399e-01,4.277952268162485971e-01,2.778462606243337629e-01,-8.903588498241726823e-02,3.338947276517034712e-01,1.457053051128582022e-01,3.296622670634015706e-01,-5.284776153258474718e-01,2.940656835679311132e-01,-7.346048587724751666e-02
-1.572978533729169348e-01,-6.151125235113685807e-01,8.125734822513767941e-02,4.562772987095201765e-02,3.263218901671104399e-01,1.000000000000000000e+00,5.761488345731132776e-01,6.998076740450113187e-01,2.942216811049370717e-01,5.445479181431832627e-01,5.625619443566239886e-01,4.945399651980469935e-01,-5.080844310022911703e-01,4.313215894289426089e-01,1.174150907553421080e-01
1.480954321144568320e-01,-4.945850270057075559e-01,-8.098713391318113075e-02,-5.225724638174177733e-02,4.277952268162485971e-01,5.761488345731132776e-01,1.000000000000000000e+00,6.167542881483014661e-01,-7.394474552081076006e-03,4.662179792607791251e-01,3.388044581820697232e-01,4.458119218568341591e-01,-4.114200395522383813e-01,2.838066964613346621e-01,2.219908185859454930e-01
-2.313288743954839549e-02,-4.323583274200701321e-01,-5.880776584559221920e-02,-5.298610672444650088e-02,2.778462606243337629e-01,6.998076740450113187e-01,6.167542881483014661e-01,1.000000000000000000e+00,2.115792529313526293e-01,4.126634501935826371e-01,7.228886289448352986e-01,3.197910551869331264e-01,-3.836962556603129570e-01,3.342959547441666790e-01,4.755658903866449849e-01
-2.254797303894817695e-01,-3.086614265129033474e-01,-7.061997966227040457e-02,-3.108041764973261678e-01,-8.903588498241726823e-02,2.942216811049370717e-01,-7.394474552081076006e-03,2.115792529313526293e-01,1.000000000000000000e+00,-4.791202939440313280e-01,1.991378859526327372e-01,-6.851792841460297989e-01,-1.526079417182250875e-01,-2.271845008363245488e-01,4.352393796163530615e-01
7.552929203356377463e-02,-2.000652073518918717e-01,3.218261464688643159e-02,2.582015158421981926e-01,3.338947276517034712e-01,5.445479181431832627e-01,4.662179792607791251e-01,4.126634501935826371e-01,-4.791202939440313280e-01,1.000000000000000000e+00,2.637625133536698474e-01,8.507197743784065125e-01,-3.009709981094541020e-01,6.241343484085491999e-01,-2.151903956616344482e-01
-2.396855275372019450e-02,-2.641810154430266899e-01,1.815485656664995173e-01,2.590495366892783813e-01,1.457053051128582022e-01,5.625619443566239886e-01,3.388044581820697232e-01,7.228886289448352986e-01,1.991378859526327372e-01,2.637625133536698474e-01,1.000000000000000000e+00,2.290207049640386461e-01,-2.048716155733664723e-01,2.849866055577454996e-02,4.243092803892897225e-01
8.772953036217741307e-02,-1.880827301365229631e-01,1.259860215777504344e-01,3.174209867962728415e-01,3.296622670634015706e-01,4.945399651980469935e-01,4.458119218568341591e-01,3.197910551869331264e-01,-6.851792841460297989e-01,8.507197743784065125e-01,2.290207049640386461e-01,1.000000000000000000e+00,-2.479699180072946485e-01,5.423803121185105658e-01,-3.323233632727792819e-01
3.471571606023258760e-01,7.990978628347688018e-01,4.139260693085275999e-01,3.525749827146093529e-01,-5.284776153258474718e-01,-5.080844310022911703e-01,-4.114200395522383813e-01,-3.836962556603129570e-01,-1.526079417182250875e-01,-3.009709981094541020e-01,-2.048716155733664723e-01,-2.479699180072946485e-01,1.000000000000000000e+00,-2.834301711069858731e-01,-1.171236768531034450e-02
-1.423292401511597194e-01,-1.658524622665872306e-01,-8.414201378582704741e-03,7.582371031686581386e-02,2.940656835679311132e-01,4.313215894289426089e-01,2.838066964613346621e-01,3.342959547441666790e-01,-2.271845008363245488e-01,6.241343484085491999e-01,2.849866055577454996e-02,5.423803121185105658e-01,-2.834301711069858731e-01,1.000000000000000000e+00,-5.788765334406147378e-01
1.728577810374468948e-01,-1.417757571371247305e-01,-6.460424682435390864e-02,-1.164414799870933520e-01,-7.346048587724751666e-02,1.174150907553421080e-01,2.219908185859454930e-01,4.755658903866449849e-01,4.352393796163530615e-01,-2.151903956616344482e-01,4.243092803892897225e-01,-3.323233632727792819e-01,-1.171236768531034450e-02,-5.788765334406147378e-01,1.000000000000000000e+00
